idx
46592
46593
46594
73219
46596
46597
73222
46598
46600
46599
46602
76296
76300
46604
46606
46605
76297
76299
46601
46603
73248
73250
47651
72229
65062
65063
73255
65065
65066
65067
65061
65064
65070
76335
65072
47665
65069
63307
65076
72245
76343
47678
73281
73282
65091
63819
65094
65097
47690
65098
47694
71759
65102
65103
73298
73299
71762
65107
71766
65111
65112
65108
65109
65115
63824
71776
65121
72290
65123
72292
71780
72296
73320
72298
71793
71795
71796
71799
73336
73347
56964
56965
56968
63833
56973
56974
56977
56981
76440
56984
73371
73372
56989
70813
73375
56992
56993
70815
56995
56479
55970
70822
76455
76456
55976
70832
65203
70835
70838
70842
70843
70844
70848
47297
65218
65219
70853
50887
65068
70863
70869
70871
70876
72014
70881
62178
56035
70887
70897
62195
67416
70907
62208
62209
70915
62213
73995
62221
62223
65295
62232
71965
62237
71967
71968
71969
71970
71971
74025
63279
63290
70971
62272
63812
62283
62284
62285
62286
62287
62288
62289
62290
62291
62292
62293
62294
62295
62296
62297
62298
62299
62300
62301
62302
62303
63839
62305
62306
62307
62304
62309
62310
62311
62312
62313
62314
62316
62319
76294
62321
62322
74098
62323
62325
62326
62324
76295
72074
72075
72083
72084
74134
72106
56236
73139
73152
47614
73173
73176
73184
72162
47594
56313
46587
46588
46589
46590
46591
